Id,Label,timeset,modularity_class,pageranks,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
1346836308044337153,1346836308044337153,,8,0.035714,1,1,1,1,0
1346836325543124992,1346836325543124992,,12,0.017321,1,2,0.933333,0.964286,32.799304
1346836343704358917,1346836343704358917,,8,0.035714,1,1,1,1,0
1346836384326234112,1346836384326234112,,7,0,0,0,0,0,0
1346836387480305664,1346836387480305664,,8,0.035714,1,1,1,1,0
1346836429079420928,1346836429079420928,,8,0.035714,1,1,1,1,0
1346836459534299136,1346836459534299136,,20,0.021182,0.787581,4,0.46875,0.622222,0
1346836461920739333,1346836461920739333,,12,0.015107,0.952752,3,0.813953,0.904762,1.928467
1346836462621372419,1346836462621372419,,2,0.051599,0.948625,2,0.863636,0.921053,0
1346836469659308032,1346836469659308032,,8,0.035714,1,1,1,1,0
1346836485086072832,1346836485086072832,,7,0,0,0,0,0,0
1346836495634739202,1346836495634739202,,1,0,0,0,0,0,0
1346836548688506880,1346836548688506880,,1,0,0,0,0,0,0
1346836561879449602,1346836561879449602,,15,0.015385,1,1,1,1,0
1346836584570757125,1346836584570757125,,20,0.021182,0.787581,4,0.46875,0.622222,0
1346836596247564294,1346836596247564294,,15,0.015385,1,1,1,1,0
1346836645002305536,1346836645002305536,,20,0.022484,0.32,3,0.478723,0.603704,16.333333
1346836665113825280,1346836665113825280,,12,0.017321,1,2,0.933333,0.964286,32.799304
1346836668444254210,1346836668444254210,,19,0.014671,0.995536,2,0.952941,0.975309,19.330618
1346836719073689600,1346836719073689600,,7,0,0,0,0,0,0
1346836781979869186,1346836781979869186,,12,0.005619,0.017455,3,0.391061,0.435714,0
1346836808181673987,1346836808181673987,,19,0.012325,0.888401,2,0.826531,0.895062,3.33572
1346836856793669632,1346836856793669632,,1,0,0,0,0,0,0
1346836892235476992,1346836892235476992,,13,0.034538,0.910796,3,0.8,0.886905,0
1346836909637529601,1346836909637529601,,7,0,0,0,0,0,0
1346836911986393090,1346836911986393090,,22,0.088245,0.886751,2,0.833333,0.9,0
1346836938406334465,1346836938406334465,,11,0.1,1,1,1,1,0
1346837074205413376,1346837074205413376,,13,0.039568,0.979786,2,0.903226,0.946429,6.780952
1346837082367520768,1346837082367520768,,1,0,0,0,0,0,0
1346837090621861896,1346837090621861896,,7,0,0,0,0,0,0
1346837119562616832,1346837119562616832,,13,0.034538,0.910796,3,0.8,0.886905,0
1346837163078463493,1346837163078463493,,7,0,0,0,0,0,0
1346837219823255560,1346837219823255560,,13,0.039568,0.979786,2,0.903226,0.946429,6.780952
1346837251775471618,1346837251775471618,,6,0.020268,0.727763,2,0.714286,0.8,0
1346837252106813440,1346837252106813440,,14,0.2,1,1,1,1,0
1346837252408811520,1346837252408811520,,1,0,0,0,0,0,0
1346837261246222339,1346837261246222339,,1,0,0,0,0,0,0
1346837315210022914,1346837315210022914,,7,0,0,0,0,0,0
1346837317206437889,1346837317206437889,,11,0.1,1,1,1,1,0
1346837367697661953,1346837367697661953,,23,0.010139,0.166621,7,0.311377,0.449679,0
1346837465437511681,1346837465437511681,,16,0.125,1,1,1,1,0
1346837472844554241,1346837472844554241,,19,0.013174,0.942013,2,0.870968,0.925926,5.237808
1346837494793465857,1346837494793465857,,1,0,0,0,0,0,0
1346837523738341379,1346837523738341379,,10,0.058824,1,1,1,1,0
1346837551089332228,1346837551089332228,,14,0.2,1,1,1,1,0
1346837559104585731,1346837559104585731,,20,0.031399,1,3,0.652174,0.777778,81.833333
1346837610539454464,1346837610539454464,,7,0,0,0,0,0,0
1346837644311932931,1346837644311932931,,12,0.01505,0.822687,2,0.813953,0.885714,31.32901
1346837648338542594,1346837648338542594,,12,0.01505,0.822687,2,0.813953,0.885714,31.32901
1346837678612905989,1346837678612905989,,1,0,0,0,0,0,0
1346837679904874499,1346837679904874499,,7,0,0,0,0,0,0
1346837693431504902,1346837693431504902,,12,0.013483,0.852786,3,0.744681,0.852381,0
1346837696661102594,1346837696661102594,,12,0.013402,0.821801,3,0.744681,0.847619,2.380753
1346837697554505729,1346837697554505729,,3,0.5,1,1,1,1,0
1346837720820297730,1346837720820297730,,23,0.023655,1,5,0.490566,0.696795,18.938969
1346837741951180801,1346837741951180801,,13,0.039568,0.979786,2,0.903226,0.946429,6.780952
1346837782216515584,1346837782216515584,,24,0.25,1,1,1,1,0
1346837789472673794,1346837789472673794,,1,0,0,0,0,0,0
1346837865054015488,1346837865054015488,,1,0,0,0,0,0,0
1346837867126018051,1346837867126018051,,15,0.015385,1,1,1,1,0
1346837874583326720,1346837874583326720,,2,0.051599,0.948625,2,0.863636,0.921053,0
1346837892765786112,1346837892765786112,,15,0.015385,1,1,1,1,0
1346837893877264384,1346837893877264384,,12,0.014395,0.909866,3,0.777778,0.880952,0.892782
1346837960164040711,1346837960164040711,,1,0,0,0,0,0,0
1346837987301199878,1346837987301199878,,13,0.034538,0.910796,3,0.8,0.886905,0
1346838034948497409,1346838034948497409,,15,0.015385,1,1,1,1,0
1346838053587832832,1346838053587832832,,19,0.014649,1,2,0.952941,0.975309,17.979458
1346838158223302658,1346838158223302658,,15,0.015385,1,1,1,1,0
1346838187084288001,1346838187084288001,,7,0,0,0,0,0,0
1346838191958011905,1346838191958011905,,23,0.018883,0.011911,7,0.211382,0.312088,0
1346838253668884481,1346838253668884481,,14,0.2,1,1,1,1,0
1346838271750524929,1346838271750524929,,23,0.014198,0.075954,6,0.342105,0.44359,72
1346838286959050752,1346838286959050752,,14,0.2,1,1,1,1,0
1346838308215779330,1346838308215779330,,7,0,0,0,0,0,0
1346838317720096771,1346838317720096771,,12,0.01371,0.867214,3,0.752688,0.859524,0.181818
1346838359717642241,1346838359717642241,,19,0.01257,0.861023,2,0.826531,0.895062,13.669013
1346838362506874884,1346838362506874884,,12,0.015107,0.952752,3,0.813953,0.904762,1.928467
1346838375299338242,1346838375299338242,,23,0.020351,0.877734,5,0.452174,0.647115,9.057168
1346838377254023169,1346838377254023169,,6,0.020268,0.727763,2,0.714286,0.8,0
1346838378990493697,1346838378990493697,,13,0.034538,0.910796,3,0.8,0.886905,0
1346838483873247232,1346838483873247232,,11,0.1,1,1,1,1,0
1346838556862509058,1346838556862509058,,6,0.015742,0.463633,2,0.633803,0.711111,0
1346838560163454979,1346838560163454979,,7,0,0,0,0,0,0
1346838572947681281,1346838572947681281,,1,0,0,0,0,0,0
1346838580094754818,1346838580094754818,,13,0.034538,0.910796,3,0.8,0.886905,0
1346838581810233347,1346838581810233347,,7,0,0,0,0,0,0
1346838642279526405,1346838642279526405,,10,0.058824,1,1,1,1,0
1346838766380408832,1346838766380408832,,1,0,0,0,0,0,0
1346838830217908225,1346838830217908225,,12,0.015107,0.952752,3,0.813953,0.904762,1.928467
1346838870332035074,1346838870332035074,,16,0.125,1,1,1,1,0
1346838894009069570,1346838894009069570,,6,0.016249,0.501157,2,0.642857,0.722222,0
1346838936690180096,1346838936690180096,,22,0.109122,1,1,1,1,2.5
1346838955585630214,1346838955585630214,,12,0.013483,0.852786,3,0.744681,0.852381,0
1346838966784430081,1346838966784430081,,21,0.25,1,1,1,1,0
1346838969531699200,1346838969531699200,,1,0,0,0,0,0,0
1346838974682308608,1346838974682308608,,15,0.015385,1,1,1,1,0
1346838990029205505,1346838990029205505,,6,0.032845,1,1,1,1,34.909091
1346838995054039042,1346838995054039042,,6,0.032845,1,1,1,1,34.909091
1346839051899346945,1346839051899346945,,12,0.017321,1,2,0.933333,0.964286,32.799304
1346839077912535040,1346839077912535040,,19,0.01184,0.783185,2,0.794118,0.87037,8.575712
1346839141720342528,1346839141720342528,,7,0,0,0,0,0,0
1346839218757263360,1346839218757263360,,7,0,0,0,0,0,0
1346839259102253056,1346839259102253056,,20,0.031399,1,3,0.652174,0.777778,81.833333
1346839263942475778,1346839263942475778,,20,0.021182,0.787581,4,0.46875,0.622222,0
1346839287459934214,1346839287459934214,,19,0.012838,0.918645,2,0.852632,0.91358,4.192827
1346839300688629760,1346839300688629760,,23,0.018883,0.011911,7,0.211382,0.312088,0
1346839303771488258,1346839303771488258,,7,0,0,0,0,0,0
1346839323941826560,1346839323941826560,,7,0,0,0,0,0,0
1346839416380166144,1346839416380166144,,19,0.010205,0.709893,2,0.72973,0.814815,0.974653
1346839429743304704,1346839429743304704,,1,0,0,0,0,0,0
1346839499129683969,1346839499129683969,,1,0,0,0,0,0,0
1346839503223345158,1346839503223345158,,7,0,0,0,0,0,0
1346839552762122241,1346839552762122241,,22,0.088245,0.886751,2,0.833333,0.9,0
1346839556709093377,1346839556709093377,,19,0.011867,0.836077,2,0.80198,0.876543,4.780771
1346839708219785216,1346839708219785216,,15,0.015385,1,1,1,1,0
1346839808816123905,1346839808816123905,,23,0.023655,1,5,0.490566,0.696795,18.938969
1346839887568257025,1346839887568257025,,20,0.031399,1,3,0.652174,0.777778,81.833333
1346839957743296513,1346839957743296513,,23,0.009768,0.202743,7,0.325,0.462179,0
1346839996951625729,1346839996951625729,,7,0,0,0,0,0,0
1346840017608568832,1346840017608568832,,15,0.015385,1,1,1,1,0
1346840066317029377,1346840066317029377,,0,0.166667,1,1,1,1,0
1346840182734139392,1346840182734139392,,20,0.022484,0.32,3,0.478723,0.603704,16.333333
1346840184260755456,1346840184260755456,,19,0.01257,0.861023,2,0.826531,0.895062,13.669013
1346840189545689089,1346840189545689089,,23,0.009573,0.140909,4,0.390977,0.461538,205
1346840305719517186,1346840305719517186,,13,0.039568,0.979786,2,0.903226,0.946429,6.780952
1346840364951482368,1346840364951482368,,7,0,0,0,0,0,0
1346840412078665730,1346840412078665730,,12,0.005619,0.017455,3,0.391061,0.435714,0
1346840476327026688,1346840476327026688,,1,0,0,0,0,0,0
1346840503178854401,1346840503178854401,,12,0.017321,1,2,0.933333,0.964286,32.799304
1346840555922325505,1346840555922325505,,19,0.014649,1,2,0.952941,0.975309,17.979458
1346840577996820486,1346840577996820486,,15,0.015385,1,1,1,1,0
1346840644468305920,1346840644468305920,,1,0,0,0,0,0,0
1346840646028587011,1346840646028587011,,7,0,0,0,0,0,0
1346840700768411652,1346840700768411652,,1,0,0,0,0,0,0
1346840719974150152,1346840719974150152,,6,0.016249,0.501157,2,0.642857,0.722222,0
1346840737091121152,1346840737091121152,,6,0.020268,0.727763,2,0.714286,0.8,0
1346840748059217921,1346840748059217921,,6,0.020268,0.727763,2,0.714286,0.8,0
1346840763670421504,1346840763670421504,,7,0,0,0,0,0,0
1346840765973082113,1346840765973082113,,1,0,0,0,0,0,0
1346840856368611328,1346840856368611328,,15,0.015385,1,1,1,1,0
1346840862005854209,1346840862005854209,,7,0,0,0,0,0,0
1346840873087090689,1346840873087090689,,2,0.062684,1,1,1,1,9.75
1346840877252177922,1346840877252177922,,6,0.016249,0.501157,2,0.642857,0.722222,0
1346840942163197953,1346840942163197953,,2,0.051599,0.948625,2,0.863636,0.921053,0
1346840968675225601,1346840968675225601,,19,0.013174,0.942013,2,0.870968,0.925926,5.237808
1346840985767034883,1346840985767034883,,15,0.015385,1,1,1,1,0
1346841029329223682,1346841029329223682,,22,0.109122,1,1,1,1,2.5
1346841051055726594,1346841051055726594,,23,0.010117,0.016177,5,0.315152,0.38141,387
1346841075273650176,1346841075273650176,,23,0.014198,0.075954,6,0.342105,0.44359,72
1346841078763302913,1346841078763302913,,7,0,0,0,0,0,0
1346841114008051719,1346841114008051719,,6,0.032845,1,1,1,1,34.909091
1346841171243524096,1346841171243524096,,20,0.022484,0.32,3,0.478723,0.603704,16.333333
1346841218597023750,1346841218597023750,,7,0,0,0,0,0,0
1346841246963294213,1346841246963294213,,15,0.015385,1,1,1,1,0
1346841362184994818,1346841362184994818,,7,0,0,0,0,0,0
1346841421433745414,1346841421433745414,,13,0.039568,0.979786,2,0.903226,0.946429,6.780952
1346841453675294726,1346841453675294726,,12,0.011466,0.568085,2,0.686275,0.771429,15.322552
1346841455285813248,1346841455285813248,,1,0,0,0,0,0,0
1346841456393080832,1346841456393080832,,13,0.04056,1,3,0.903226,0.958333,5.288889
1346841460990218240,1346841460990218240,,19,0.014649,1,2,0.952941,0.975309,17.979458
1346841463800299521,1346841463800299521,,23,0.024429,0.910075,6,0.436975,0.679167,46.324797
1346841477465460749,1346841477465460749,,19,0.008234,0.479889,3,0.637795,0.728395,1.735599
1346841492040646661,1346841492040646661,,13,0.039568,0.979786,2,0.903226,0.946429,6.780952
1346841493097611264,1346841493097611264,,7,0,0,0,0,0,0
1346841494276206592,1346841494276206592,,7,0,0,0,0,0,0
1346841529252458497,1346841529252458497,,19,0.012325,0.888401,2,0.826531,0.895062,3.33572
1346841550190481409,1346841550190481409,,10,0.058824,1,1,1,1,0
1346841576044167169,1346841576044167169,,6,0.020268,0.727763,2,0.714286,0.8,0
1346841602485059591,1346841602485059591,,6,0.015742,0.463633,2,0.633803,0.711111,0
1346841604087230470,1346841604087230470,,23,0.024429,0.910075,6,0.436975,0.679167,46.324797
1346841604506718209,1346841604506718209,,20,0.021182,0.787581,4,0.46875,0.622222,0
1346841610672365570,1346841610672365570,,6,0.020268,0.727763,2,0.714286,0.8,0
1346841622495936513,1346841622495936513,,20,0.024613,0.286498,4,0.378151,0.555556,8.4
1346841640326070279,1346841640326070279,,15,0.015385,1,1,1,1,0
1346841684177530882,1346841684177530882,,15,0.015385,1,1,1,1,0
1346841691026829316,1346841691026829316,,7,0,0,0,0,0,0
1346841709708242944,1346841709708242944,,15,0.015385,1,1,1,1,0
1346841720999313410,1346841720999313410,,12,0.013483,0.852786,3,0.744681,0.852381,0
1346841743841492993,1346841743841492993,,15,0.015385,1,1,1,1,0
1346841778268336128,1346841778268336128,,15,0.015385,1,1,1,1,0
1346841792579334144,1346841792579334144,,7,0,0,0,0,0,0
1346841809562038274,1346841809562038274,,15,0.015385,1,1,1,1,0
1346841823063535619,1346841823063535619,,16,0.125,1,1,1,1,0
1346841829183000576,1346841829183000576,,15,0.015385,1,1,1,1,0
1346841854814384130,1346841854814384130,,10,0.058824,1,1,1,1,0
1346841863391764481,1346841863391764481,,15,0.015385,1,1,1,1,0
1346841897394966529,1346841897394966529,,6,0.020268,0.727763,2,0.714286,0.8,0
1346841906068787208,1346841906068787208,,15,0.015385,1,1,1,1,0
1346841931683418114,1346841931683418114,,15,0.015385,1,1,1,1,0
1346841948452098055,1346841948452098055,,15,0.015385,1,1,1,1,0
1346841968169656322,1346841968169656322,,15,0.015385,1,1,1,1,0
1346841986888847363,1346841986888847363,,1,0,0,0,0,0,0
1346842008900542465,1346842008900542465,,15,0.015385,1,1,1,1,0
1346842010746036226,1346842010746036226,,7,0,0,0,0,0,0
1346842037320994817,1346842037320994817,,1,0,0,0,0,0,0
1346842042723422210,1346842042723422210,,15,0.015385,1,1,1,1,0
1346842068547760135,1346842068547760135,,15,0.015385,1,1,1,1,0
1346842078274318342,1346842078274318342,,16,0.125,1,1,1,1,0
1346842086579040257,1346842086579040257,,22,0.088245,0.886751,2,0.833333,0.9,0
1346842101477117952,1346842101477117952,,15,0.015385,1,1,1,1,0
1346842152911970306,1346842152911970306,,1,0,0,0,0,0,0
1346842155353038850,1346842155353038850,,16,0.125,1,1,1,1,0
1346842168166653955,1346842168166653955,,20,0.015976,0.448511,4,0.441176,0.555556,0
1346842279852601344,1346842279852601344,,12,0.015107,0.952752,3,0.813953,0.904762,1.928467
1346842332369457153,1346842332369457153,,9,0.25,1,1,1,1,0
1346842364833386496,1346842364833386496,,19,0.012325,0.888401,2,0.826531,0.895062,3.33572
1346842367156834306,1346842367156834306,,15,0.015385,1,1,1,1,0
1346842450141335553,1346842450141335553,,17,0.5,0,0,0,0,0
1346842494844235780,1346842494844235780,,20,0.021182,0.787581,4,0.46875,0.622222,0
1346842586150039555,1346842586150039555,,7,0,0,0,0,0,0
1346842587101974529,1346842587101974529,,18,1,0,0,0,0,0
1346842666139582464,1346842666139582464,,1,0,0,0,0,0,0
1346842721550561282,1346842721550561282,,6,0.032845,1,1,1,1,34.909091
1346842752714158083,1346842752714158083,,1,0,0,0,0,0,0
1346842782854500352,1346842782854500352,,15,0.015385,1,1,1,1,0
1346842784096002050,1346842784096002050,,7,0,0,0,0,0,0
1346842792925024257,1346842792925024257,,6,0.032845,1,1,1,1,34.909091
1346842821186244609,1346842821186244609,,1,0,0,0,0,0,0
1346842827049861122,1346842827049861122,,19,0.003969,0.143598,3,0.525974,0.565844,0
1346842870649643008,1346842870649643008,,13,0.020871,0.295288,3,0.56,0.630952,27
1346842912429117440,1346842912429117440,,7,0,0,0,0,0,0
1346842931093766145,1346842931093766145,,12,0.010797,0.284407,2,0.608696,0.678571,86.994261
1346843005236506626,1346843005236506626,,1,0,0,0,0,0,0
1346843017957793795,1346843017957793795,,13,0.029803,0.70057,3,0.717949,0.815476,2.222222
1346843044256083975,1346843044256083975,,20,0.015976,0.448511,4,0.441176,0.555556,0
1346843063352774658,1346843063352774658,,19,0.014671,0.995536,2,0.952941,0.975309,19.330618
1346843079710412800,1346843079710412800,,6,0.015742,0.463633,2,0.633803,0.711111,0
1346843079978831873,1346843079978831873,,1,0,0,0,0,0,0
1346843091047735296,1346843091047735296,,20,0.01221,0.130336,3,0.436893,0.503704,7
1346843108609241094,1346843108609241094,,7,0,0,0,0,0,0
1346843396556681217,1346843396556681217,,1,0,0,0,0,0,0
1346843427741155329,1346843427741155329,,2,0.051599,0.948625,2,0.863636,0.921053,0
1346843476961345537,1346843476961345537,,1,0,0,0,0,0,0
1346843520309596160,1346843520309596160,,7,0,0,0,0,0,0
1346843540379209729,1346843540379209729,,19,0.012838,0.918645,2,0.852632,0.91358,4.192827
1346843549581647875,1346843549581647875,,7,0,0,0,0,0,0
1346843553033564162,1346843553033564162,,19,0.012325,0.888401,2,0.826531,0.895062,3.33572
1346843568598634496,1346843568598634496,,23,0.010139,0.166621,7,0.311377,0.449679,0
1346843645568299010,1346843645568299010,,23,0.023655,1,5,0.490566,0.696795,18.938969
1346843676148981760,1346843676148981760,,19,0.010205,0.709893,2,0.72973,0.814815,0.974653
1346843822375002113,1346843822375002113,,10,0.058824,1,1,1,1,0
1346843837218619394,1346843837218619394,,23,0.024192,0.013876,6,0.258706,0.372115,157
1346843854931173376,1346843854931173376,,7,0,0,0,0,0,0
1346843940868268034,1346843940868268034,,1,0,0,0,0,0,0
1346843976029114369,1346843976029114369,,19,0.014649,1,2,0.952941,0.975309,17.979458
1346843983520137218,1346843983520137218,,7,0,0,0,0,0,0
1346843996010803203,1346843996010803203,,1,0,0,0,0,0,0
1346844013744197632,1346844013744197632,,2,0.051599,0.948625,2,0.863636,0.921053,0
1346844027279314953,1346844027279314953,,15,0.015385,1,1,1,1,0
1346844050528358402,1346844050528358402,,19,0.011867,0.836077,2,0.80198,0.876543,4.780771
1346844175073947648,1346844175073947648,,7,0,0,0,0,0,0
1346844247459172352,1346844247459172352,,1,0,0,0,0,0,0
1346844265125728266,1346844265125728266,,6,0.032845,1,1,1,1,34.909091
1346844265968672773,1346844265968672773,,15,0.015385,1,1,1,1,0
1346844282578210817,1346844282578210817,,20,0.021182,0.787581,4,0.46875,0.622222,0
1346844285476470788,1346844285476470788,,7,0,0,0,0,0,0
1346844299858595840,1346844299858595840,,10,0.058824,1,1,1,1,0
1346844384915034122,1346844384915034122,,15,0.015385,1,1,1,1,0
1346844401226702850,1346844401226702850,,7,0,0,0,0,0,0
1346844420503646208,1346844420503646208,,12,0.007654,0.282264,2,0.588235,0.65,1.660927
1346844420549836801,1346844420549836801,,2,0.062684,1,1,1,1,9.75
1346844448026669057,1346844448026669057,,19,0.013174,0.942013,2,0.870968,0.925926,5.237808
1346844463843471360,1346844463843471360,,20,0.031399,1,3,0.652174,0.777778,81.833333
1346844542834798599,1346844542834798599,,10,0.058824,1,1,1,1,0
1346844547754717194,1346844547754717194,,12,0.017321,1,2,0.933333,0.964286,32.799304
1346844596249231360,1346844596249231360,,6,0.020268,0.727763,2,0.714286,0.8,0
1346844736976371718,1346844736976371718,,6,0.020268,0.727763,2,0.714286,0.8,0
1346844775631216640,1346844775631216640,,20,0.021182,0.787581,4,0.46875,0.622222,0
1346844808921419777,1346844808921419777,,15,0.015385,1,1,1,1,0
1346844875778629634,1346844875778629634,,23,0.023655,1,5,0.490566,0.696795,18.938969
1346844887141015552,1346844887141015552,,23,0.022858,0.821867,4,0.490566,0.658654,120.333333
1346845029310976000,1346845029310976000,,10,0.058824,1,1,1,1,0
1346845089746845698,1346845089746845698,,19,0.012325,0.888401,2,0.826531,0.895062,3.33572
1346845122885988352,1346845122885988352,,23,0.007405,0.003733,7,0.207171,0.264011,0
1346845150320930818,1346845150320930818,,23,0.023655,1,5,0.490566,0.696795,18.938969
1346845236090310659,1346845236090310659,,19,0.01485,0.989128,2,0.952941,0.975309,33.937401
1346845258433384451,1346845258433384451,,7,0,0,0,0,0,0
1346845265047773184,1346845265047773184,,19,0.007865,0.471078,2,0.642857,0.722222,0.450354
1346845282915545090,1346845282915545090,,7,0,0,0,0,0,0
1346845318843932675,1346845318843932675,,23,0.023655,1,5,0.490566,0.696795,18.938969
1346845339349700609,1346845339349700609,,15,0.015385,1,1,1,1,0
1346845418483834884,1346845418483834884,,6,0.026497,0.868909,2,0.833333,0.9,12
1346845471667437568,1346845471667437568,,2,0.051599,0.948625,2,0.863636,0.921053,0
1346845488784449536,1346845488784449536,,11,0.1,1,1,1,1,0
1346845489405198336,1346845489405198336,,11,0.1,1,1,1,1,0
1346845490852237312,1346845490852237312,,20,0.020167,0.263353,4,0.368852,0.522222,0
1346845492190142465,1346845492190142465,,16,0.125,1,1,1,1,0
1346845493351993344,1346845493351993344,,11,0.1,1,1,1,1,0
1346845505553313792,1346845505553313792,,1,0,0,0,0,0,0
1346845511865802758,1346845511865802758,,2,0.051599,0.948625,2,0.863636,0.921053,0
1346845541624328193,1346845541624328193,,6,0.032845,1,1,1,1,34.909091
1346845566559531009,1346845566559531009,,1,0,0,0,0,0,0
1346845610520018945,1346845610520018945,,16,0.125,1,1,1,1,0
1346845646624583680,1346845646624583680,,1,0,0,0,0,0,0
1346845658448187392,1346845658448187392,,7,0,0,0,0,0,0
1346845678794919937,1346845678794919937,,20,0.020167,0.263353,4,0.368852,0.522222,0
1346845739448737797,1346845739448737797,,1,0,0,0,0,0,0
1346845768934539266,1346845768934539266,,7,0,0,0,0,0,0
1346845772088803329,1346845772088803329,,1,0,0,0,0,0,0
1346845780020228096,1346845780020228096,,15,0.015385,1,1,1,1,0
1346845815973806081,1346845815973806081,,9,0.25,1,1,1,1,0
1346845867001700352,1346845867001700352,,19,0.01257,0.861023,2,0.826531,0.895062,13.669013
1346845907103281154,1346845907103281154,,15,0.015385,1,1,1,1,0
1346845974476500997,1346845974476500997,,1,0,0,0,0,0,0
1346846020752334851,1346846020752334851,,12,0.005619,0.017455,3,0.391061,0.435714,0
1346846032789975041,1346846032789975041,,6,0.020268,0.727763,2,0.714286,0.8,0
1346846312675815427,1346846312675815427,,23,0.018883,0.011911,7,0.211382,0.312088,0
1346846373186977801,1346846373186977801,,7,0,0,0,0,0,0
1346846389217722371,1346846389217722371,,20,0.015976,0.448511,4,0.441176,0.555556,0
1346846400202633224,1346846400202633224,,21,0.25,1,1,1,1,0
1346846404799471617,1346846404799471617,,19,0.010205,0.709893,2,0.72973,0.814815,0.974653
1346846510613409793,1346846510613409793,,23,0.023655,1,5,0.490566,0.696795,18.938969
1346846575172182016,1346846575172182016,,7,0,0,0,0,0,0
1346846603831873537,1346846603831873537,,19,0.014671,0.995536,2,0.952941,0.975309,19.330618
1346846675919376389,1346846675919376389,,23,0.011984,0.009823,7,0.26,0.329487,0
1346846765396463623,1346846765396463623,,7,0,0,0,0,0,0
1346846803124125696,1346846803124125696,,22,0.109122,1,1,1,1,2.5
1346846838721114112,1346846838721114112,,2,0.051599,0.948625,2,0.863636,0.921053,0
1346846847751647232,1346846847751647232,,19,0.007865,0.471078,2,0.642857,0.722222,0.450354
1346846975946354689,1346846975946354689,,23,0.022858,0.821867,4,0.490566,0.658654,120.333333
1346846997442154497,1346846997442154497,,19,0.011867,0.836077,2,0.80198,0.876543,4.780771
1346847016249339904,1346847016249339904,,1,0,0,0,0,0,0
1346847118267445251,1346847118267445251,,20,0.021182,0.787581,4,0.46875,0.622222,0
1346847157404520451,1346847157404520451,,6,0.020268,0.727763,2,0.714286,0.8,0
1346847202031804417,1346847202031804417,,23,0.022825,0.97445,5,0.485981,0.687179,14.211753
1346847250073325568,1346847250073325568,,12,0.013402,0.821801,3,0.744681,0.847619,2.380753
1346847250299957250,1346847250299957250,,7,0,0,0,0,0,0
1346847360177954816,1346847360177954816,,6,0.015742,0.463633,2,0.633803,0.711111,0
1346847385566081025,1346847385566081025,,10,0.058824,1,1,1,1,0
1346847461332041730,1346847461332041730,,6,0.020268,0.727763,2,0.714286,0.8,0
1346847536955310081,1346847536955310081,,2,0.051599,0.948625,2,0.863636,0.921053,0
1346847614860484608,1346847614860484608,,6,0.015742,0.463633,2,0.633803,0.711111,0
1346847622758244354,1346847622758244354,,15,0.015385,1,1,1,1,0
1346847696154456065,1346847696154456065,,7,0,0,0,0,0,0
1346847769210847232,1346847769210847232,,12,0.017321,1,2,0.933333,0.964286,32.799304
1346847781076480005,1346847781076480005,,12,0.017321,1,2,0.933333,0.964286,32.799304
1346847791029473281,1346847791029473281,,24,0.25,1,1,1,1,0
1346847894549118978,1346847894549118978,,12,0.017321,1,2,0.933333,0.964286,32.799304
1346847999800999944,1346847999800999944,,19,0.007865,0.471078,2,0.642857,0.722222,0.450354
1346848012140650499,1346848012140650499,,6,0.015742,0.463633,2,0.633803,0.711111,0
1346848055874752512,1346848055874752512,,15,0.015385,1,1,1,1,0
1346848198514659331,1346848198514659331,,1,0,0,0,0,0,0
1346848248053465090,1346848248053465090,,7,0,0,0,0,0,0
1346848253954953218,1346848253954953218,,6,0.020268,0.727763,2,0.714286,0.8,0
1346848270962851840,1346848270962851840,,1,0,0,0,0,0,0
1346848333160009728,1346848333160009728,,6,0.015742,0.463633,2,0.633803,0.711111,0
1346848333999058945,1346848333999058945,,10,0.058824,1,1,1,1,0
1346848335060226053,1346848335060226053,,7,0,0,0,0,0,0
1346848377313652737,1346848377313652737,,23,0.025965,0.865324,6,0.422764,0.677564,63.307604
1346848385001795584,1346848385001795584,,1,0,0,0,0,0,0
1346848434737844226,1346848434737844226,,1,0,0,0,0,0,0
1346848473648390144,1346848473648390144,,19,0.012325,0.888401,2,0.826531,0.895062,3.33572
1346848518644916225,1346848518644916225,,19,0.012838,0.918645,2,0.852632,0.91358,4.192827
1346848568309641217,1346848568309641217,,23,0.022385,0.777738,6,0.409449,0.639103,40.714822
1346848600253460483,1346848600253460483,,15,0.015385,1,1,1,1,0
1346848681853657092,1346848681853657092,,7,0,0,0,0,0,0
1346848748769427456,1346848748769427456,,12,0.005619,0.017455,3,0.391061,0.435714,0
1346848775722172419,1346848775722172419,,1,0,0,0,0,0,0
1346848849739046913,1346848849739046913,,19,0.007865,0.471078,2,0.642857,0.722222,0.450354
1346848988226596865,1346848988226596865,,10,0.058824,1,1,1,1,0
