tweet_id	date	time	lang	country_code
1346833916225851393	2021-01-06	15:00:03	en	NULL
1346833916511088642	2021-01-06	15:00:03	en	NULL
1346833916733378564	2021-01-06	15:00:03	en	NULL
1346833917295226881	2021-01-06	15:00:03	en	NULL
1346833917395943426	2021-01-06	15:00:03	en	NULL
1346833917823868929	2021-01-06	15:00:03	en	NULL
1346833918637592577	2021-01-06	15:00:03	en	NULL
1346833919359004675	2021-01-06	15:00:03	en	NULL
1346833919421935616	2021-01-06	15:00:04	en	NULL
1346833919857967104	2021-01-06	15:00:04	en	NULL
1346833920700993543	2021-01-06	15:00:04	en	NULL
1346833921204391936	2021-01-06	15:00:04	en	NULL
1346833921414221831	2021-01-06	15:00:04	en	NULL
1346833921879769088	2021-01-06	15:00:04	en	NULL
1346833923469402115	2021-01-06	15:00:04	en	NULL
1346833923649769472	2021-01-06	15:00:05	en	NULL
1346833923653971968	2021-01-06	15:00:05	en	NULL
1346833923674927106	2021-01-06	15:00:05	en	NULL
1346833923771392001	2021-01-06	15:00:05	en	NULL
1346833923788173312	2021-01-06	15:00:05	en	NULL
1346833924555591680	2021-01-06	15:00:05	en	NULL
1346833924882903040	2021-01-06	15:00:05	en	NULL
1346833926074064906	2021-01-06	15:00:05	en	NULL
1346833926363500546	2021-01-06	15:00:05	en	NULL
1346833927336562688	2021-01-06	15:00:05	en	NULL
1346833927672123393	2021-01-06	15:00:05	en	NULL
1346833927902801921	2021-01-06	15:00:06	en	NULL
1346833929320468482	2021-01-06	15:00:06	en	NULL
1346833929857191942	2021-01-06	15:00:06	en	NULL
1346833929903484929	2021-01-06	15:00:06	en	NULL
1346833931220496390	2021-01-06	15:00:06	en	NULL
1346833931321057283	2021-01-06	15:00:06	en	NULL
1346833932654940162	2021-01-06	15:00:07	en	NULL
1346833933145661442	2021-01-06	15:00:07	en	NULL
1346833933481209856	2021-01-06	15:00:07	en	NULL
1346833933518987264	2021-01-06	15:00:07	en	GB
1346833934227808256	2021-01-06	15:00:07	en	NULL
1346833934252986371	2021-01-06	15:00:07	en	NULL
1346833936207503362	2021-01-06	15:00:08	en	NULL
1346833936853463042	2021-01-06	15:00:08	en	NULL
1346833937524523013	2021-01-06	15:00:08	en	NULL
1346833938057211905	2021-01-06	15:00:08	en	NULL
1346833938396962818	2021-01-06	15:00:08	en	NULL
1346833939042869254	2021-01-06	15:00:08	en	NULL
1346833939118354432	2021-01-06	15:00:08	en	NULL
1346833939336364032	2021-01-06	15:00:08	en	NULL
1346833940330504192	2021-01-06	15:00:08	en	NULL
1346833940808654855	2021-01-06	15:00:09	en	NULL
1346833941081239553	2021-01-06	15:00:09	en	NULL
1346833942075367425	2021-01-06	15:00:09	en	NULL
1346833942599503876	2021-01-06	15:00:09	en	NULL
1346833942972919809	2021-01-06	15:00:09	en	NULL
1346833944180875266	2021-01-06	15:00:09	en	NULL
1346833944323436544	2021-01-06	15:00:09	en	NULL
1346833944533217280	2021-01-06	15:00:09	en	NULL
1346833945271349249	2021-01-06	15:00:10	en	NULL
1346833946718433282	2021-01-06	15:00:10	en	NULL
1346833946781351943	2021-01-06	15:00:10	en	NULL
1346833946986872834	2021-01-06	15:00:10	en	NULL
1346833947754287104	2021-01-06	15:00:10	en	NULL
1346833947800576002	2021-01-06	15:00:10	en	NULL
1346833948039663619	2021-01-06	15:00:10	en	NULL
1346833948286935042	2021-01-06	15:00:10	en	NULL
1346833948731723777	2021-01-06	15:00:10	en	NULL
1346833949142601729	2021-01-06	15:00:11	en	NULL
1346833949792808963	2021-01-06	15:00:11	en	NULL
1346833950942101512	2021-01-06	15:00:11	en	NULL
1346833952250576896	2021-01-06	15:00:11	en	NULL
1346833952821096448	2021-01-06	15:00:11	en	NULL
1346833952905027589	2021-01-06	15:00:11	en	NULL
1346833953563537409	2021-01-06	15:00:12	en	NULL
1346833953840373761	2021-01-06	15:00:12	en	NULL
1346833954129784833	2021-01-06	15:00:12	en	NULL
1346833955157229569	2021-01-06	15:00:12	en	NULL
1346833955199328257	2021-01-06	15:00:12	en	NULL
1346833955463581699	2021-01-06	15:00:12	en	NULL
1346833955857727490	2021-01-06	15:00:12	en	NULL
1346833957694930945	2021-01-06	15:00:13	en	NULL
1346833957711708162	2021-01-06	15:00:13	en	NULL
1346833957841756161	2021-01-06	15:00:13	en	NULL
1346833958126940160	2021-01-06	15:00:13	en	NULL
1346833959146188800	2021-01-06	15:00:13	en	NULL
1346833961562099712	2021-01-06	15:00:14	en	NULL
1346833962195410945	2021-01-06	15:00:14	en	NULL
1346833962879119360	2021-01-06	15:00:14	en	NULL
1346833963608907783	2021-01-06	15:00:14	en	NULL
1346833963881525248	2021-01-06	15:00:14	en	NULL
1346833964804304896	2021-01-06	15:00:14	en	NULL
1346833965924147205	2021-01-06	15:00:15	en	NULL
1346833967052431366	2021-01-06	15:00:15	en	NULL
1346833968293957635	2021-01-06	15:00:15	en	NULL
1346833969011167232	2021-01-06	15:00:15	en	NULL
1346833969137020930	2021-01-06	15:00:15	en	NULL
1346833970663739393	2021-01-06	15:00:16	en	NULL
1346833971364196354	2021-01-06	15:00:16	en	NULL
1346833971754246144	2021-01-06	15:00:16	en	NULL
1346833971846537216	2021-01-06	15:00:16	en	NULL
1346833972114894848	2021-01-06	15:00:16	en	NULL
1346833972488237056	2021-01-06	15:00:16	en	NULL
1346833973389901825	2021-01-06	15:00:16	en	NULL
1346833973931085826	2021-01-06	15:00:17	en	US
1346833974329487366	2021-01-06	15:00:17	en	NULL
1346833974891569153	2021-01-06	15:00:17	en	NULL
1346833975466201088	2021-01-06	15:00:17	en	NULL
1346833975512281089	2021-01-06	15:00:17	en	NULL
1346833975617097729	2021-01-06	15:00:17	en	NULL
1346833978704207880	2021-01-06	15:00:18	en	NULL
1346833979102687238	2021-01-06	15:00:18	en	NULL
1346833979203334145	2021-01-06	15:00:18	en	NULL
1346833979727609859	2021-01-06	15:00:18	en	NULL
1346833980830658562	2021-01-06	15:00:18	en	NULL
1346833980876877824	2021-01-06	15:00:18	en	NULL
1346833981166264330	2021-01-06	15:00:18	en	NULL
1346833982256766979	2021-01-06	15:00:18	en	NULL
1346833982747529217	2021-01-06	15:00:19	en	NULL
1346833982890119169	2021-01-06	15:00:19	en	NULL
1346833984240685057	2021-01-06	15:00:19	en	NULL
1346833984974557185	2021-01-06	15:00:19	en	NULL
1346833985557700608	2021-01-06	15:00:19	en	NULL
1346833985578676227	2021-01-06	15:00:19	en	NULL
1346833985863905283	2021-01-06	15:00:19	en	NULL
1346833985880682496	2021-01-06	15:00:19	en	NULL
1346833986639818753	2021-01-06	15:00:20	en	NULL
1346833986769838080	2021-01-06	15:00:20	en	NULL
1346833987436568576	2021-01-06	15:00:20	en	NULL
1346833987847786496	2021-01-06	15:00:20	en	NULL
1346833987940081664	2021-01-06	15:00:20	en	NULL
1346833988002983938	2021-01-06	15:00:20	en	NULL
1346833988397264899	2021-01-06	15:00:20	en	NULL
1346833989110288385	2021-01-06	15:00:20	en	NULL
1346833989324189696	2021-01-06	15:00:20	en	NULL
1346833989340954624	2021-01-06	15:00:20	en	NULL
1346833990209200128	2021-01-06	15:00:20	en	NULL
1346833990234288128	2021-01-06	15:00:20	en	NULL
1346833990381133831	2021-01-06	15:00:20	en	NULL
1346833990540382209	2021-01-06	15:00:20	en	NULL
1346833991735926791	2021-01-06	15:00:21	en	NULL
1346833991840772098	2021-01-06	15:00:21	en	NULL
1346833992805445634	2021-01-06	15:00:21	en	NULL
1346833993010999296	2021-01-06	15:00:21	en	NULL
1346833993044549633	2021-01-06	15:00:21	en	NULL
1346833993212305410	2021-01-06	15:00:21	en	NULL
1346833993510039553	2021-01-06	15:00:21	en	NULL
1346833994059558913	2021-01-06	15:00:21	en	NULL
1346833994621530112	2021-01-06	15:00:21	en	NULL
1346833995301068806	2021-01-06	15:00:22	en	NULL
1346833995661774850	2021-01-06	15:00:22	en	NULL
1346833996043280384	2021-01-06	15:00:22	en	NULL
1346833996676804608	2021-01-06	15:00:22	en	NULL
1346833997482094593	2021-01-06	15:00:22	en	NULL
1346833997943468041	2021-01-06	15:00:22	en	NULL
1346833998954291200	2021-01-06	15:00:22	en	NULL
1346833999663128577	2021-01-06	15:00:23	en	NULL
1346833999990198272	2021-01-06	15:00:23	en	NULL
1346834000447483908	2021-01-06	15:00:23	en	NULL
1346834001210720258	2021-01-06	15:00:23	en	US
1346834001563152385	2021-01-06	15:00:23	en	NULL
1346834002401964034	2021-01-06	15:00:23	en	NULL
1346834003765190657	2021-01-06	15:00:24	en	NULL
1346834005585494022	2021-01-06	15:00:24	en	NULL
1346834005925236736	2021-01-06	15:00:24	en	NULL
1346834006688600065	2021-01-06	15:00:24	en	NULL
1346834007028359168	2021-01-06	15:00:24	en	NULL
1346834007292522498	2021-01-06	15:00:24	en	NULL
1346834007326134272	2021-01-06	15:00:24	en	NULL
1346834007426797568	2021-01-06	15:00:24	en	NULL
1346834007988858883	2021-01-06	15:00:25	en	NULL
1346834008563453952	2021-01-06	15:00:25	en	NULL
1346834009414889473	2021-01-06	15:00:25	en	NULL
1346834009528160263	2021-01-06	15:00:25	en	NULL
1346834009691713543	2021-01-06	15:00:25	en	NULL
1346834010597691392	2021-01-06	15:00:25	en	NULL
1346834011616808961	2021-01-06	15:00:25	en	NULL
1346834013743419397	2021-01-06	15:00:26	en	NULL
1346834013856673793	2021-01-06	15:00:26	en	NULL
1346834014229946369	2021-01-06	15:00:26	en	NULL
1346834014481633282	2021-01-06	15:00:26	en	NULL
1346834015177867264	2021-01-06	15:00:26	en	NULL
1346834016188641281	2021-01-06	15:00:27	en	NULL
1346834017182736385	2021-01-06	15:00:27	en	NULL
1346834018206158851	2021-01-06	15:00:27	en	NULL
1346834018935910400	2021-01-06	15:00:27	en	NULL
1346834019275710464	2021-01-06	15:00:27	en	NULL
1346834019334418436	2021-01-06	15:00:27	en	NULL
1346834019737096193	2021-01-06	15:00:27	en	NULL
1346834019741093888	2021-01-06	15:00:27	en	NULL
1346834019959365632	2021-01-06	15:00:27	en	NULL
1346834020114575360	2021-01-06	15:00:28	en	NULL
1346834020710162432	2021-01-06	15:00:28	en	NULL
1346834021679067139	2021-01-06	15:00:28	en	NULL
1346834023113498625	2021-01-06	15:00:28	en	NULL
1346834023600050182	2021-01-06	15:00:28	en	NULL
1346834023885242370	2021-01-06	15:00:28	en	NULL
1346834024199639047	2021-01-06	15:00:28	en	NULL
1346834024237510656	2021-01-06	15:00:29	en	NULL
1346834024627642368	2021-01-06	15:00:29	en	NULL
1346834025814634496	2021-01-06	15:00:29	en	NULL
1346834026200494080	2021-01-06	15:00:29	en	NULL
1346834027429429249	2021-01-06	15:00:29	en	NULL
1346834027831967746	2021-01-06	15:00:29	en	NULL
1346834029027483653	2021-01-06	15:00:30	en	NULL
1346834029350449152	2021-01-06	15:00:30	en	NULL
1346834029522219008	2021-01-06	15:00:30	en	NULL
1346834029610471429	2021-01-06	15:00:30	en	NULL
1346834030118006785	2021-01-06	15:00:30	en	NULL
1346834030705176576	2021-01-06	15:00:30	en	NULL
1346834031141396480	2021-01-06	15:00:30	en	NULL
1346834032517144578	2021-01-06	15:00:30	en	NULL
1346834032592621569	2021-01-06	15:00:30	en	NULL
1346834032965910531	2021-01-06	15:00:31	en	NULL
1346834033188204546	2021-01-06	15:00:31	en	NULL
1346834033519554561	2021-01-06	15:00:31	en	NULL
1346834034605883396	2021-01-06	15:00:31	en	NULL
1346834034643656704	2021-01-06	15:00:31	en	NULL
1346834035058860034	2021-01-06	15:00:31	en	NULL
1346834036182933505	2021-01-06	15:00:31	en	NULL
1346834036308774912	2021-01-06	15:00:31	en	NULL
1346834037118275585	2021-01-06	15:00:32	en	NULL
1346834038322032649	2021-01-06	15:00:32	en	NULL
1346834039030747136	2021-01-06	15:00:32	en	NULL
1346834039232192513	2021-01-06	15:00:32	en	NULL
1346834040297439233	2021-01-06	15:00:32	en	NULL
1346834040788279296	2021-01-06	15:00:32	en	NULL
1346834040976916480	2021-01-06	15:00:32	en	NULL
1346834041073512451	2021-01-06	15:00:33	en	NULL
1346834041228701696	2021-01-06	15:00:33	en	NULL
1346834041610227714	2021-01-06	15:00:33	en	NULL
1346834041668976641	2021-01-06	15:00:33	en	NULL
1346834042558308353	2021-01-06	15:00:33	en	NULL
1346834042570719234	2021-01-06	15:00:33	en	NULL
1346834042641997831	2021-01-06	15:00:33	en	NULL
1346834042730274820	2021-01-06	15:00:33	en	NULL
1346834043204231170	2021-01-06	15:00:33	en	NULL
1346834043321475073	2021-01-06	15:00:33	en	NULL
1346834044273782790	2021-01-06	15:00:33	en	NULL
1346834044282167296	2021-01-06	15:00:33	en	NULL
1346834044290363392	2021-01-06	15:00:33	en	NULL
1346834044458295296	2021-01-06	15:00:33	en	NULL
1346834044932284419	2021-01-06	15:00:33	en	NULL
1346834045297168385	2021-01-06	15:00:34	en	NULL
1346834045653553154	2021-01-06	15:00:34	en	NULL
1346834045775314944	2021-01-06	15:00:34	en	NULL
1346834046681186309	2021-01-06	15:00:34	en	NULL
1346834046899400705	2021-01-06	15:00:34	en	NULL
1346834046953914369	2021-01-06	15:00:34	en	NULL
1346834047482417152	2021-01-06	15:00:34	en	NULL
1346834049088843783	2021-01-06	15:00:34	en	NULL
1346834049579433984	2021-01-06	15:00:35	en	NULL
1346834049688612865	2021-01-06	15:00:35	en	NULL
1346834051093712897	2021-01-06	15:00:35	en	NULL
1346834051903201289	2021-01-06	15:00:35	en	NULL
1346834052029030403	2021-01-06	15:00:35	en	NULL
1346834052892880896	2021-01-06	15:00:35	en	NULL
1346834053446643718	2021-01-06	15:00:35	en	NULL
1346834053618683906	2021-01-06	15:00:36	en	NULL
1346834054373634049	2021-01-06	15:00:36	en	NULL
1346834055359307778	2021-01-06	15:00:36	en	NULL
1346834055497736194	2021-01-06	15:00:36	en	NULL
1346834055510151168	2021-01-06	15:00:36	en	NULL
1346834055577403401	2021-01-06	15:00:36	en	NULL
1346834055938060289	2021-01-06	15:00:36	en	NULL
1346834056009428992	2021-01-06	15:00:36	en	NULL
1346834056802140161	2021-01-06	15:00:36	en	NULL
1346834057490034695	2021-01-06	15:00:36	en	NULL
1346834058517639171	2021-01-06	15:00:37	en	NULL
1346834059465547777	2021-01-06	15:00:37	en	NULL
1346834059570409472	2021-01-06	15:00:37	en	NULL
1346834059901677569	2021-01-06	15:00:37	en	NULL
1346834060056866816	2021-01-06	15:00:37	en	NULL
1346834060585406465	2021-01-06	15:00:37	en	NULL
1346834060593795074	2021-01-06	15:00:37	en	NULL
1346834061084524544	2021-01-06	15:00:37	en	NULL
1346834061336178692	2021-01-06	15:00:37	en	NULL
1346834062112124929	2021-01-06	15:00:38	en	NULL
1346834062451888128	2021-01-06	15:00:38	en	NULL
1346834062682566658	2021-01-06	15:00:38	en	NULL
1346834062779031552	2021-01-06	15:00:38	en	NULL
1346834062938435585	2021-01-06	15:00:38	en	NULL
1346834064251219970	2021-01-06	15:00:38	en	NULL
1346834064431570944	2021-01-06	15:00:38	en	NULL
1346834065538887683	2021-01-06	15:00:38	en	NULL
1346834065580818432	2021-01-06	15:00:38	en	NULL
1346834066515980289	2021-01-06	15:00:39	en	NULL
1346834066532933635	2021-01-06	15:00:39	en	NULL
1346834067162091520	2021-01-06	15:00:39	en	NULL
1346834067946430466	2021-01-06	15:00:39	en	NULL
1346834069477339137	2021-01-06	15:00:39	en	NULL
1346834069573820417	2021-01-06	15:00:39	en	NULL
1346834071796781057	2021-01-06	15:00:40	en	NULL
1346834071939407874	2021-01-06	15:00:40	en	NULL
1346834072543383552	2021-01-06	15:00:40	en	NULL
1346834073143177216	2021-01-06	15:00:40	en	NULL
1346834073684238336	2021-01-06	15:00:40	en	NULL
1346834074225152000	2021-01-06	15:00:40	en	NULL
1346834074455822342	2021-01-06	15:00:40	en	NULL
1346834074741207041	2021-01-06	15:00:41	en	NULL
1346834074812485633	2021-01-06	15:00:41	en	NULL
1346834077362642953	2021-01-06	15:00:41	en	NULL
1346834077417172994	2021-01-06	15:00:41	en	NULL
1346834077685587972	2021-01-06	15:00:41	en	NULL
1346834078008545282	2021-01-06	15:00:41	en	NULL
1346834078981492736	2021-01-06	15:00:42	en	NULL
1346834079027748866	2021-01-06	15:00:42	en	NULL
1346834079078035456	2021-01-06	15:00:42	en	NULL
1346834079874998273	2021-01-06	15:00:42	en	NULL
1346834080273489920	2021-01-06	15:00:42	en	NULL
1346834082198646785	2021-01-06	15:00:42	en	NULL
1346834082714542083	2021-01-06	15:00:42	en	NULL
1346834084010582016	2021-01-06	15:00:43	en	NULL
1346834084119494656	2021-01-06	15:00:43	en	NULL
1346834085134684161	2021-01-06	15:00:43	en	NULL
1346834085356982272	2021-01-06	15:00:43	en	NULL
1346834087164653568	2021-01-06	15:00:44	en	NULL
1346834087194066945	2021-01-06	15:00:44	en	NULL
1346834087470915586	2021-01-06	15:00:44	en	NULL
1346834088192135169	2021-01-06	15:00:44	en	NULL
1346834090121637888	2021-01-06	15:00:44	en	NULL
1346834090310291456	2021-01-06	15:00:44	en	NULL
1346834090625019904	2021-01-06	15:00:44	en	NULL
1346834092948598787	2021-01-06	15:00:45	en	NULL
1346834094475231233	2021-01-06	15:00:45	en	CA
1346834094748037121	2021-01-06	15:00:45	en	NULL
1346834095012261888	2021-01-06	15:00:45	en	NULL
1346834097629495298	2021-01-06	15:00:46	en	NULL
1346834098376081409	2021-01-06	15:00:46	en	NULL
1346834099483381761	2021-01-06	15:00:46	en	NULL
1346834100515168256	2021-01-06	15:00:47	en	NULL
1346834100754259968	2021-01-06	15:00:47	en	NULL
1346834102356467713	2021-01-06	15:00:47	en	NULL
1346834102494892032	2021-01-06	15:00:47	en	NULL
1346834103035965442	2021-01-06	15:00:47	en	NULL
1346834103086313472	2021-01-06	15:00:47	en	NULL
1346834103769903104	2021-01-06	15:00:47	en	US
1346834105460285447	2021-01-06	15:00:48	en	NULL
1346834108626907137	2021-01-06	15:00:49	en	NULL
1346834108815712256	2021-01-06	15:00:49	en	NULL
1346834108991868930	2021-01-06	15:00:49	en	NULL
1346834112523497476	2021-01-06	15:00:50	en	NULL
1346834113332994049	2021-01-06	15:00:50	en	NULL
1346834114255708161	2021-01-06	15:00:50	en	NULL
1346834114482036737	2021-01-06	15:00:50	en	NULL
1346834114683539456	2021-01-06	15:00:50	en	NULL
1346834114696142852	2021-01-06	15:00:50	en	NULL
1346834116872990720	2021-01-06	15:00:51	en	NULL
1346834118223527936	2021-01-06	15:00:51	en	NULL
1346834119699918848	2021-01-06	15:00:51	en	NULL
1346834120136151041	2021-01-06	15:00:51	en	NULL
1346834120551366657	2021-01-06	15:00:51	en	NULL
1346834121021132801	2021-01-06	15:00:52	en	NULL
1346834122950516738	2021-01-06	15:00:52	en	NULL
1346834124334460929	2021-01-06	15:00:52	en	NULL
1346834125404168194	2021-01-06	15:00:53	en	NULL
1346834125601316865	2021-01-06	15:00:53	en	NULL
1346834125701992451	2021-01-06	15:00:53	en	NULL
1346834126184329220	2021-01-06	15:00:53	en	NULL
1346834126272425984	2021-01-06	15:00:53	en	NULL
1346834127421640707	2021-01-06	15:00:53	en	NULL
1346834127702650883	2021-01-06	15:00:53	en	NULL
1346834127803338757	2021-01-06	15:00:53	en	NULL
1346834127811715072	2021-01-06	15:00:53	en	NULL
1346834129074077697	2021-01-06	15:00:53	en	NULL
1346834129443311616	2021-01-06	15:00:54	en	NULL
1346834130005348353	2021-01-06	15:00:54	en	NULL
1346834130634473475	2021-01-06	15:00:54	en	NULL
1346834130999390208	2021-01-06	15:00:54	en	NULL
1346834131037130752	2021-01-06	15:00:54	en	NULL
1346834132656123906	2021-01-06	15:00:54	en	NULL
1346834135206277120	2021-01-06	15:00:55	en	NULL
1346834135680221192	2021-01-06	15:00:55	en	NULL
1346834135948677123	2021-01-06	15:00:55	en	NULL
1346834137517182976	2021-01-06	15:00:56	en	NULL
1346834138070994946	2021-01-06	15:00:56	en	NULL
1346834139031375875	2021-01-06	15:00:56	en	NULL
1346834140776312836	2021-01-06	15:00:56	en	NULL
1346834141019443203	2021-01-06	15:00:56	en	NULL
1346834141082484738	2021-01-06	15:00:56	en	NULL
1346834141103403008	2021-01-06	15:00:56	en	NULL
1346834141686493185	2021-01-06	15:00:57	en	NULL
1346834142663622656	2021-01-06	15:00:57	en	NULL
1346834142932172803	2021-01-06	15:00:57	en	NULL
1346834144496504832	2021-01-06	15:00:57	en	NULL
1346834144702181383	2021-01-06	15:00:57	en	NULL
1346834146577051651	2021-01-06	15:00:58	en	NULL
1346834147382333440	2021-01-06	15:00:58	en	NULL
1346834148036644864	2021-01-06	15:00:58	en	NULL
1346834149106196483	2021-01-06	15:00:58	en	NULL
1346834149391421440	2021-01-06	15:00:58	en	NULL
1346834149550641152	2021-01-06	15:00:58	en	NULL
1346834152625209345	2021-01-06	15:00:59	en	NULL
1346834153476644864	2021-01-06	15:00:59	en	NULL
1346834153564680198	2021-01-06	15:00:59	en	NULL
1346834154747555840	2021-01-06	15:01:00	en	NULL
1346834155481538560	2021-01-06	15:01:00	en	NULL
1346834155510886402	2021-01-06	15:01:00	en	NULL
1346834155544465409	2021-01-06	15:01:00	en	NULL
1346834155649314816	2021-01-06	15:01:00	en	NULL
1346834155657687041	2021-01-06	15:01:00	en	NULL
1346834155661893635	2021-01-06	15:01:00	en	NULL
1346834155687051264	2021-01-06	15:01:00	en	NULL
1346834155758366726	2021-01-06	15:01:00	en	NULL
1346834155951198208	2021-01-06	15:01:00	en	NULL
1346834156018274305	2021-01-06	15:01:00	en	NULL
1346834156026818560	2021-01-06	15:01:00	en	NULL
1346834156270063616	2021-01-06	15:01:00	en	NULL
1346834156316221442	2021-01-06	15:01:00	en	NULL
1346834157863915520	2021-01-06	15:01:00	en	NULL
1346834158149136389	2021-01-06	15:01:00	en	NULL
1346834158849568774	2021-01-06	15:01:01	en	NULL
1346834159457730560	2021-01-06	15:01:01	en	NULL
1346834159574994945	2021-01-06	15:01:01	en	NULL
1346834159734386693	2021-01-06	15:01:01	en	NULL
1346834160103505922	2021-01-06	15:01:01	en	NULL
1346834160632127488	2021-01-06	15:01:01	en	NULL
1346834162590879744	2021-01-06	15:01:01	en	NULL
1346834162876084225	2021-01-06	15:01:02	en	NULL
1346834163123552257	2021-01-06	15:01:02	en	NULL
1346834163362639872	2021-01-06	15:01:02	en	NULL
1346834163387785216	2021-01-06	15:01:02	en	NULL
1346834163702218754	2021-01-06	15:01:02	en	NULL
1346834163756892161	2021-01-06	15:01:02	en	NULL
1346834163882745858	2021-01-06	15:01:02	en	NULL
1346834163899490304	2021-01-06	15:01:02	en	NULL
1346834163991801866	2021-01-06	15:01:02	en	NULL
1346834164180545536	2021-01-06	15:01:02	en	NULL
1346834164356689920	2021-01-06	15:01:02	en	NULL
1346834164910272512	2021-01-06	15:01:02	en	NULL
1346834165925367808	2021-01-06	15:01:02	en	NULL
1346834167846334465	2021-01-06	15:01:03	en	NULL
1346834167913472004	2021-01-06	15:01:03	en	NULL
1346834168102043648	2021-01-06	15:01:03	en	NULL
1346834168303513602	2021-01-06	15:01:03	en	NULL
1346834168416772100	2021-01-06	15:01:03	en	NULL
1346834169230479362	2021-01-06	15:01:03	en	NULL
1346834169934987267	2021-01-06	15:01:03	en	NULL
1346834171356983300	2021-01-06	15:01:04	en	NULL
1346834172816535554	2021-01-06	15:01:04	en	NULL
1346834174104264711	2021-01-06	15:01:04	en	NULL
1346834174326546432	2021-01-06	15:01:04	en	NULL
1346834174351732736	2021-01-06	15:01:04	en	NULL
1346834174825664512	2021-01-06	15:01:04	en	NULL
